Date,AAPL_Close,AAPL_Volume,AAPL_High,AAPL_Low,AAPL_Adj_Close,TSLA_Close,TSLA_Volume,TSLA_High,TSLA_Low,TSLA_Adj_Close,AMZN_Close,AMZN_Volume,AMZN_High,AMZN_Low,AMZN_Adj_Close,BTC-USD_Close,BTC-USD_Volume,BTC-USD_High,BTC-USD_Low,BTC-USD_Adj_Close,ETH-USD_Close,ETH-USD_Volume,ETH-USD_High,ETH-USD_Low,ETH-USD_Adj_Close
2020-01-02,75.0875015258789,135480400,75.1500015258789,73.79750061035156,72.7960205078125,28.68400001525879,142981500,28.71333312988281,28.11400032043457,28.68400001525879,94.90049743652344,80580000,94.90049743652344,93.2074966430664,94.90049743652344,6985.47021484375,20802083465,7212.1552734375,6935.27001953125,6985.47021484375,127.4101791381836,8032709256,130.82003784179688,126.95491027832033,127.4101791381836
2020-01-03,74.35749816894531,146322800,75.1449966430664,74.125,72.08831787109375,29.53400039672852,266677500,30.26666641235352,29.12800025939941,29.53400039672852,93.74849700927734,75288000,94.30999755859376,93.2249984741211,93.74849700927734,7344.88427734375,28111481032,7413.71533203125,6914.99609375,7344.88427734375,134.1717071533203,10476845358,134.55401611328125,126.49002075195312,134.1717071533203
2020-01-06,74.94999694824219,118387200,74.98999786376953,73.1875,72.6627197265625,30.1026668548584,151995000,30.10400009155273,29.333332061767575,30.1026668548584,95.1439971923828,81236000,95.18450164794922,93.0,95.1439971923828,7769.21923828125,23276261598,7781.8671875,7409.29296875,7769.21923828125,144.3041534423828,9093747121,144.32818603515625,136.0796356201172,144.3041534423828
2020-01-07,74.59750366210938,108872000,75.2249984741211,74.37000274658203,72.32096862792969,31.270666122436523,268231500,31.441999435424805,30.224000930786133,31.270666122436523,95.34300231933594,80898000,95.69450378417967,94.60199737548828,95.34300231933594,8163.6923828125,28767291327,8178.2158203125,7768.2275390625,8163.6923828125,143.5439910888672,9257954672,145.00177001953125,140.48887634277344,143.5439910888672
2020-01-08,75.79750061035156,132079200,76.11000061035156,74.29000091552734,73.48434448242188,32.80933380126953,467164500,33.232666015625,31.215333938598636,32.80933380126953,94.59850311279295,70160000,95.5500030517578,94.3219985961914,94.59850311279295,8079.86279296875,31672559265,8396.73828125,7956.7744140625,8079.86279296875,141.2581329345703,9387194957,146.8280029296875,138.26820373535156,141.2581329345703
2020-01-09,77.40750122070312,170108400,77.60749816894531,76.55000305175781,75.04521179199219,32.089332580566406,426606000,33.25333404541016,31.524667739868164,32.089332580566406,95.05249786376952,63346000,95.89099884033205,94.79000091552734,95.05249786376952,7879.0712890625,24045990466,8082.2958984375,7842.40380859375,7879.0712890625,138.9792022705078,7697325348,141.39398193359375,136.2364044189453,138.9792022705078
2020-01-10,77.5824966430664,140644800,78.1675033569336,77.0625,75.21488189697266,31.87666702270508,194392500,32.3293342590332,31.57999992370605,31.87666702270508,94.15799713134766,57074000,95.34700012207033,94.0,94.15799713134766,8166.55419921875,28714583844,8166.55419921875,7726.77490234375,8166.55419921875,143.96377563476562,9084816203,144.16732788085938,135.52040100097656,143.96377563476562
2020-01-13,79.23999786376953,121532000,79.26750183105469,77.7874984741211,76.82180786132812,34.990665435791016,397764000,35.04199981689453,32.79999923706055,34.990665435791016,94.56500244140624,55616000,94.9000015258789,94.04000091552734,94.56500244140624,8144.1943359375,22482910688,8197.7880859375,8079.70068359375,8144.1943359375,144.22659301757812,8378529470,146.79122924804688,142.90713500976562,144.22659301757812
2020-01-14,78.16999816894531,161954400,79.39250183105469,78.0425033569336,75.78443908691406,35.861331939697266,434943000,36.49399948120117,34.99333190917969,35.861331939697266,93.47200012207033,68818000,94.35549926757812,92.92749786376952,93.47200012207033,8827.7646484375,44841784107,8879.51171875,8140.93310546875,8827.7646484375,165.95535278320312,16712318373,167.68154907226562,144.06492614746094,165.95535278320312
2020-01-15,77.83499908447266,121923600,78.875,77.38749694824219,75.45966339111328,34.56666564941406,260532000,35.85599899291992,34.452667236328125,34.56666564941406,93.10099792480467,57932000,93.94300079345705,92.75450134277344,93.10099792480467,8807.0107421875,40102834650,8890.1171875,8657.1875,8807.0107421875,166.23068237304688,15173694057,170.42567443847656,161.109619140625,166.23068237304688
2020-01-16,78.80999755859375,108829200,78.92500305175781,78.02249908447266,76.40492248535156,34.232666015625,326050500,34.297332763671875,32.81133270263672,34.232666015625,93.89700317382812,53190000,94.27950286865234,93.3010025024414,93.89700317382812,8723.7861328125,31313981931,8846.4609375,8612.095703125,8723.7861328125,164.39100646972656,13735193018,167.0581512451172,159.7096405029297,164.39100646972656
